,feedback,rating
3821,"I was admitted to Mt Sinai hospital west onto his inpatient service due to a medical problem with my hand.  I was admitted to Dr Hausman inpatient service, yet he never met with me or evaluate my progress. After 3 days of being in the hospital, and still having not being seen by my attending physician, Dr Hausman, I signed myself out of that hospital and sought treatment elsewhere. I have 5 different medications which I need to take daily, none of which I received for almost 2 days. And 2 of which I still had not received after being there 3 days, despite the meds being in stock in hospital pharmacy, 1 of these meds is the sole medication for my pulmonary hypertension which is severe. Despite my several requests and explanations of its importance, it was never ordered for me. And multiple requests made to meet with the doctor yielded no results. I had to sign out of hospital and seek treatment elsewhere.",Rated 1 out of 5
3820,"I have been with Mount Sinai for over 18 years. It’s become worse since Dr. Springfield left. Dr. Hausman, while a fantastic surgeon and quite intelligent, can be incredibly arrogant. His bedside manner is awful at best.

His receptionist is very rude. She will not assist you in a timely fashion if she decides to assist you at all. The staff needs an entire overhaul.

Start listening to your patients. Maybe even pretend to care.",Rated 1 out of 5
3817,Dr Hausman may be a very capable doctor but has a terrible bedside manner. Very curt. Spent most of visit just looking at his computer screen. Showed very little concern for me as a patient and didn't offer any options to relieve pain. Very bad experience.,Rated 1 out of 5
3813,"He likes taking temper tantrums for everything that DOESN'T go his way.  He thinks hes the chief of the orthopedic surgery department,  but hes not anything more than a 2 month old boy, who needs to get what he wants when he wants it.  NEWS FLASH SOIFER, THAT'S NOT WHAT HAPPENS IN LIFE!",Rated 1 out of 5
2812,"He has done well for some Celebrities and no doubt gave Them care & attention. As an ordinary person my surgery had a very poor outcome. Also no one followed up with me for years, despite there supposedly  being a follow-up procedure in place. Also he told me in order to recommend surgery, non-surgical treatments must first be tried. So he sent me for  2 PT sessions & 1 laser therapy. In retrospect I realize the right thing would have been to try non-surgical approaches for months, not one week! The fee-for-service model followed by this medical group encourages surgery for profit, not the good of the patient. I recommend any hospital that no longer uses a fee for service approach, and instead gives Doctors bonuses based on good Patient outcomes. I believe that would have helped me get good care instead of the poor care I received",Rated 1 out of 5
3810,"The doctor is great, his staff is DISGUSTING!!!!!! The answering services person they have now named Don, is horrible. He yelled at my mom and said “you people”. I spoke rather calmly to him and he still would not let me get a word in. My mother has been trying to get a 5 question paper filled out regarding her disability and they never called her back (PAULA), despite leaving several messages. Her insurance is about to get cut off and still nothing. I am so shock by the behavior of this staff, they need to get rid of Don from their answering service. Just despicable. ",Rated 1 out of 5
3809,"No time for you!He spent 34 seconds hearing my issue and then ordered an X-ray and MRI.
Barely listened to my concerns before ordering MRI.",Rated 1 out of 5
3808,"Dr. Moskovich may be a good doctor but your call goes to voice mail and his assistant never returns the call. After several attempts of reaching her, she put me on hold and Never returned.  I'm done!",Rated 1 out of 5
3806,surgery performed 1 year ago. Complications arose within 2 months. Followup MRI a ye later .Multiple attempts to arrange Medical followup. Calls not returned. Forced to pursue followup with another surgeon.,Rated 1 out of 5
3797,"I have NEVER! received such horrendous service.  I was given an appointment for 10:00 am sat patiently waiting and @ approximately  1:40 the Asst. Director Jennifer Aldrich notifies me and other patients we would have to reschedule.  After losing a whole day of work.  There was not one good thing about that visit, Sad to say Dr. Kashyap, the Director, Ass.t Director and the people in registration  were all incompetent, unprofessional and ran that center like a zoo. Totally, Totally disappointed.",Rated 1 out of 5
3795,Staff unprofessional waited four hrs past my appointment time while later patient seen ahead of me.Was treated with indifferences by staff and dr Mathews.Had police called on me after not being seen for four hours.,Rated 1 out of 5
3794,I've had a knee surgery.,Rated 1 out of 5
3832,"Although I previously had surgery with Dr. Hausman for a different injury and found his treatment to be more than adequate, I had an extremely negative experience during an office visit yesterday that I felt compelled to share. Dr. Hausman was dismissive, condescending and rushed during my appointment for which he kept me waiting for almost an hour while seeing other patients. He spoke to me this way in front of trainees and did not examine me or ask any specific questions about my pain.",Rated 1 out of 5
3835,"Misdiagnosed my problem. Arrogant, incompetent. Resented being questioned. The operation was a failure and he lied about it and said it didn't go according to the textbook but was successful.",Rated 1 out of 5
3836,Very strange visit. He didn't really speak with me. I asked questions and he didn't answer them. His treatment of my broken wrist was odd. I made a subsequent appointment with another wrist specialist at NYU Langone who was quite surprised at the treatment I had received at Dr. Hausman. Langone doc was able to answer all of my questions and his treatment seems to be working quite well. I would avoid Dr. Hausman.,Rated 1 out of 5
