,feedback,rating
212,"Dr Davidovitch and his staff are Amazing! Dr Davidovitch  you are truly the Best Orthopedic Surgeon I have ever met! I’ve had many surgeries but he is the best of the best. Knowledgeable, brilliant and most of all Superior at his craft! I had a total hip replacement  surgery and my hip feels like I am a young girl again! I can’t believe how I feel!!!! I have to also mention his staff who made me feel like I was on a first class flight to Bora Bora! I never felt so safe and well taken care of by both The Doctor and his staff! Thank you so much! I appreciate and I am very grateful ! Dr Davidovitch you are a Genius with a unique Gift! Can’t wait to get my right hip done!  Thanks again see you soon!",Rated 5 out of 5
213,"I cannot recommend Dr. Davidovitch highly enough. Six days ago he performed an Anterior Total Hip Replacement on me. Within 24 hours I was essentially free of pain, walking with assistance and on my way to healing. Now I am fully able to take care of myself if necessary. Dr. Davidovitch and his staff were the epitome of professionalism and I count myself lucky to have been recommended to them by my son who is also a physician . ",Rated 5 out of 5
247,"Very little wait time, fast and staff was very courteous, Dr Stefanidis 
Was very professional and took the time to listen. He diagnosed my knee pain and I’m on the road to recovery 
Thank you dr Stefanidis!",Rated 5 out of 5
249,"Dr. Pearle performed an anterior cruciate ligament reconstruction surgery on my left knee, using a hamstring tendon graft. From the initial evaluation appointment, to the last follow-up appointment, the care provided was attentive, prompt, comprehensive and expert. Nothing was left to chance, no question went unanswered, my needs were anticipated before I was aware of them. HSS, and Dr. Pearle, went above and beyond what I could have expected. The pathology was treated, the pain was alleviated, and the mental stress was mitigated as best as it could have been. I most wholeheartedly recommend Dr. Pearle. Thank you for giving me confidence.",Rated 5 out of 5
250,"Eight years ago, after much research, I traveled from the West Coast to HSS and Dr Pearle for my first partial knee replacement.  Why settle for less than the very best?  Definitely the right decision.  Fast forward to today. Five days ago I had my left knee partial replacement. It was even easier this time.  No pain, minimal swelling and stiffness.  I LOVE DR. PEARLE.  He listens and he hears.  Treats the patient not the X-rays.  I have never felt rushed.  He’s kind, and surprisingly humble for such a brilliant surgeon.  His staff is responsive and efficient.  My extensive research  to find the very best certainly paid off.  Dr. Andrew Pearle - you are a Rock Star!",Rated 5 out of 5
251,Doctor Pearle performed a complete  repair on my Rotor Cuff.  The office staff was very attentive and helpful in preparation for my surgery and hospital stay.  Would not hesitate for one second in seeing Dr. Pearle if I ever needed a great Orthopedic surgeon for my knees or shoulder again.,Rated 5 out of 5
252,"Dr. Pearle did a partial knee replacement for me and it is great be fixed! I had minimal discomfort and could walk the next day.  It was absolutely no big deal.
I’d especially like to compliment Nicki Fein, his P.A., who is totally excellent. Also, the office staff who make every thing run seamlessly.  The final shout out goes to HSS as I’ve never had such an efficient hospital experience...and I’ve had at least ten in patient hospitalizations for comparison.
Thank you Dr. Pearle, Nicki and Co.",Rated 5 out of 5
253,"Dr Pearle is an amazing surgeon with a top notch support staff. I’m an eye surgeon, had a partial knee replacement in September 2017, and I was skiing black diamonds by Christmas! No pain ever! What a tremendous experience! ",Rated 5 out of 5
254,Did a great job on a rotator cuff repair,Rated 5 out of 5
255,"Dr. Pearle is a wonderful surgeon and his staff is excellent. Dr. Pearle was forthcoming and honest about what we could expect. My husband had knee surgery and Dr. Pearle's office manager, Dana, was caring, compassionate and honestly moved mountains to accommodate my husband's schedule for both surgery and post operative visits. We were so happy with the surgical outcome that we now refer patients to Dr. Pearle in the medical practice I work for. ",Rated 5 out of 5
256,"Thank you so much for giving me my life back! I had a TKR on March 10, 2017. After suffering for over a year ( I had bone on bone issues) I found Dr. Pearle my life saver.  As soon as I hobbled into his office I knew that I was in safe hands. He did an excellent job with the replacement surgery, so far so good.  This year a can finally get back to gardening, I am walking with no issues.  I gave my Dr. his number, because I trust him that much.   Thank you again Dr. Pearle.  ",Rated 5 out of 5
257,"I am an avid athlete, skier and nationally ranked tennis player. I came to Dr Pearle barely walking due to extreme pain in the lateral compartment of my knee.  I had lateral knee replacement surgery February 2016.  I was back on the court three months later and enjoyed doing all sports throughout the summer.  It is now 10 months later and I feel perfect.  I play tennis a minimum of three times a week competitively without any pain and have begun to ski again. thank you for giving my life back.",Rated 5 out of 5
258,I personally found the entire experience of dealing with the office staff for an initial appointment through surgery and follow up to be spectacular. I found Dr. Pearle and his staff to be knowledgeable and accomodating.  My concerns and questions were addressed and Dr. Pearle put my mind at ease with his patient and kind bedside manner.  I would not hesitate to recommend him (already have) and to use him again (and I am)!,Rated 5 out of 5
261,"I had an excellent experience with Dr. Elliot. I needed surgery on my foot & met with a few doctors.   The staff was very nice and professional Dr. Elliot was a pleasure. Everything went smoothly and although it wasn’t fun recovering from foot surgery, the results have been very good to date. It’s been three months since the surgery and my foot is healing beautifully. I can barely even see the scar & I am back walking easily and wearing regular shoes.  they did a great job even during the pandemic. I highly recommend this doctor and his office staff.",Rated 5 out of 5
262,Fantastic doctor.  Very professional.   Great staff!,Rated 5 out of 5
263,"I had a consultation with Dr. Elliott yesterday and I was totally impressed and pleased with my interactions with him. Dr Elliott reviewed my condition with me, explained my options for relief, and gave his opinion on an initial course of action (and that opinion did not involve any procedures which Dr. Elliott would be performing and thereby gaining monetarily....wow!). I left his office with the knowledge that the doctor had MY best interests at heart. What an exceptional human being is this doctor. I highly recommend Dr. Elliott to those who are experiencing ankle problems.",Rated 5 out of 5
264,"I had a great experience with Dr. Elliott.  He operated on my foot twice.  I have never had problems with his staff.  I also find Dr. Elliott to be very down to earth.  He took the time to explain everything to me.  I will go back to him again when the need arises.  I trust him so much that I am always asking him to recommend other drs for various parts of the body.  
",Rated 5 out of 5
265,"I have had several surgeries on my ankle and was still experiencing pain.  I luckily found my way to Dr. Elliot who has helped me walk again without pain.  He is an absolute professional, does not do unnecessary surgery and really gives a damn about his patient's well being.  I've been to many of the ""top"" doctors for an issue I've been living with for almost 20 years and none has worked the miracles for me that I've experienced with Dr. Elliott.  ",Rated 5 out of 5
266,"I saw Dr. Elliott for a partially  torn plantar plate. He spent time listening to my  symptoms and answered all  of my question. He outlined all of my treatment options in great detail and was very caring. 
I would clearly recommend him for any type of foot or ankle injury. His qualifications are impeccable as well.",Rated 5 out of 5
